0 [50000003 rands]: [0.35088575,0.44327176,0.1654155,0.035356,0.00468225,0.00037425,1.25e-05,2e-06,0.0,0.0,0.0510055,0.30559474,0.53807175,0.105328,0.01354525,0.00071325,0.00109925,4.975e-05,0.28612825,0.51502323,0.1739595,0.024889], [0.25349975,0.24737011,0.19296332,0.09510824,0.034503825,0.009665531,0.0017677217,0.00070710375,0.0,0.0,0.11334491,0.23882087,0.25597632,0.15752107,0.058661867,0.013390436,0.016627662,0.0035263319,0.15969716,0.2648044,0.15085165,0.07486847]
1000000 [100000004 rands]: [0.35055476,0.4437375,0.1652845,0.03533225,0.00469725,0.000375,1.75e-05,1.25e-06,0.0,0.0,0.05133475,0.30542,0.5380607,0.1051845,0.01358475,0.000743,0.00109575,5.55e-05,0.28579026,0.515413,0.17402075,0.024776], [0.25353736,0.24743213,0.19311921,0.09488846,0.034514464,0.00972031,0.002091578,0.00055901567,0.0,0.0,0.11365268,0.23875193,0.25561655,0.15738162,0.05866765,0.013682028,0.016601562,0.0037245008,0.15966327,0.26497513,0.15103178,0.07471546]
2000000 [150000004 rands]: [0.35093325,0.44337726,0.16524924,0.035411,0.00464775,0.00036475,1.65e-05,2.5e-07,0.0,0.0,0.050886,0.30600125,0.5379475,0.10516525,0.01359075,0.00072225,0.0010895,5.675e-05,0.2860735,0.514956,0.17414175,0.02482875], [0.25358438,0.24749476,0.19295143,0.0951607,0.0343269,0.009574939,0.0020309421,0.00024999978,0.0,0.0,0.113217115,0.23901714,0.25570098,0.15736412,0.05872694,0.013492251,0.016569944,0.0037662017,0.15976138,0.2650579,0.15097919,0.07478617]
3000000 [200000005 rands]: [0.3507345,0.44376674,0.16538925,0.03508475,0.0046335,0.00037425,1.7e-05,0.0,0.0,0.0,0.05081975,0.30561125,0.53821623,0.10535275,0.01348325,0.00072625,0.0010795,5.625e-05,0.28583226,0.515534,0.17381175,0.024822], [0.25367856,0.2474745,0.19314004,0.09477934,0.03427325,0.009684909,0.0020614828,0.0,0.0,0.0,0.11308862,0.23895441,0.25569773,0.15733083,0.058535367,0.013524426,0.016578138,0.003749578,0.15984245,0.26514846,0.15096866,0.07478467]
4000000 [250000005 rands]: [0.35080174,0.4435535,0.16528074,0.0353795,0.00459925,0.000365,1.95e-05,7.5e-07,0.0,0.0,0.0509775,0.305438,0.538263,0.1053215,0.013469,0.00070625,0.00108825,5.975e-05,0.2861655,0.51516175,0.17380475,0.024868], [0.2537495,0.24777643,0.19307697,0.09508439,0.0341692,0.009571665,0.0022078538,0.00043301203,0.0,0.0,0.11325653,0.23890613,0.25568032,0.15748218,0.058423765,0.0133206155,0.01657568,0.003864444,0.15977147,0.26503307,0.15100613,0.07483871]
5000000 [300000005 rands]: [0.35109925,0.44325176,0.165481,0.035203,0.0045825,0.000366,1.575e-05,7.5e-07,0.0,0.0,0.05105475,0.305561,0.5379495,0.10543475,0.0135195,0.0007365,0.00109,5.825e-05,0.28574774,0.51553726,0.17386425,0.02485075], [0.25354663,0.24784386,0.19296385,0.09486306,0.0340973,0.009591197,0.0019842517,0.00043301177,0.0,0.0,0.113480054,0.23888484,0.25571683,0.15740697,0.05859264,0.013627457,0.01660382,0.0038156398,0.15974405,0.26481012,0.15083157,0.07482064]
6000000 [350000008 rands]: [0.35091874,0.442985,0.1656575,0.03534625,0.00470525,0.0003675,1.95e-05,2.5e-07,0.0,0.0,0.05110275,0.30551276,0.538057,0.1053275,0.01363425,0.0007155,0.00105975,5.325e-05,0.28561425,0.51568675,0.1740245,0.0246745], [0.25334334,0.24757658,0.19322905,0.09507869,0.034526054,0.009610667,0.0022078545,0.00024999975,0.0,0.0,0.113334455,0.23864803,0.25538728,0.157305,0.05877324,0.013420619,0.016380303,0.0036653331,0.15990877,0.2653111,0.15105991,0.0745766]
7000000 [400000008 rands]: [0.35097575,0.44325724,0.16539475,0.035331,0.00466525,0.000357,1.875e-05,2.5e-07,0.0,0.0,0.0509985,0.30542174,0.53817177,0.105408,0.013589,0.0007225,0.00112325,5.65e-05,0.28588176,0.515421,0.17387874,0.0248185], [0.2536663,0.2476014,0.19297738,0.095048524,0.034422707,0.009460312,0.002164982,0.00024999978,0.0,0.0,0.11319964,0.23890011,0.25556502,0.15724748,0.058751293,0.013471376,0.016824115,0.0037744946,0.15983488,0.26516542,0.15093042,0.074774936]
8000000 [450000009 rands]: [0.350838,0.44309226,0.165753,0.03523875,0.004672,0.000391,1.5e-05,0.0,0.0,0.0,0.05123175,0.3051415,0.538218,0.10540875,0.01360675,0.000743,0.00111025,5.725e-05,0.28587025,0.515581,0.17368326,0.0248655], [0.25349027,0.24764633,0.19326136,0.09498181,0.034420885,0.0099043995,0.0019364336,0.0,0.0,0.0,0.11357594,0.23870857,0.25534737,0.1574363,0.05870727,0.013709408,0.016728114,0.0037992387,0.15983552,0.26521853,0.1510205,0.074835375]
9000000 [500000011 rands]: [0.35094225,0.443268,0.1653155,0.03541075,0.00467525,0.000371,1.675e-05,5e-07,0.0,0.0,0.05121825,0.305331,0.5379928,0.105458,0.01353775,0.00070575,0.00108825,4.95e-05,0.2857935,0.5154205,0.17389925,0.02488675], [0.25351498,0.24794224,0.19306517,0.095237285,0.03441408,0.009655949,0.0020462696,0.00035355304,0.0,0.0,0.11345981,0.23875505,0.2556499,0.15750907,0.05861456,0.013306559,0.016579451,0.0035174624,0.15978366,0.265032,0.15097886,0.074860446]
10000000 [550000015 rands]: [0.3505075,0.44362175,0.1654915,0.03529825,0.00468875,0.00037525,1.6e-05,7.5e-07,2.5e-07,0.0,0.05105375,0.30577624,0.53789675,0.10527325,0.01354025,0.00072775,0.00110825,5.65e-05,0.28585976,0.5154132,0.17379825,0.02492875], [0.25347978,0.24747537,0.19336571,0.09507417,0.03446306,0.009697769,0.0019999363,0.00043301212,0.00024999975,0.0,0.11339511,0.23889658,0.25547606,0.15720046,0.058602266,0.013542818,0.016694592,0.0037578999,0.15986015,0.26503584,0.15094489,0.07491992]
11000000 [600000018 rands]: [0.3506705,0.44381374,0.16526875,0.035216,0.00465525,0.00036125,1.375e-05,7.5e-07,0.0,0.0,0.0511735,0.30513376,0.538261,0.10543175,0.013512,0.0007265,0.00108,6.075e-05,0.286213,0.514901,0.1739625,0.0249235], [0.25353566,0.2474473,0.19287607,0.094887875,0.03434044,0.009502999,0.001853998,0.00043301214,0.0,0.0,0.11345658,0.23893373,0.25556156,0.15740378,0.058594372,0.013485072,0.016491167,0.0039126473,0.15983818,0.26519892,0.15104154,0.07491626]
12000000 [650000019 rands]: [0.35120976,0.4429945,0.1654115,0.03534275,0.00465525,0.0003695,1.65e-05,2.5e-07,0.0,0.0,0.05106875,0.305256,0.5382105,0.10546475,0.01340425,0.00072825,0.0011275,5.625e-05,0.2859705,0.51503927,0.17411475,0.0248755], [0.253539,0.24744467,0.19298002,0.09505368,0.034302197,0.0096105905,0.0020309421,0.00024999987,0.0,0.0,0.11344346,0.2387439,0.25538513,0.15737256,0.058346063,0.013519693,0.016870204,0.0037495778,0.15965158,0.2647808,0.1509917,0.07484874]
13000000 [700000021 rands]: [0.3504125,0.443886,0.16543275,0.03525775,0.004635,0.0003625,1.35e-05,0.0,0.0,0.0,0.051048,0.30583724,0.5381285,0.10498625,0.01352775,0.00073275,0.001115,6.3e-05,0.28617874,0.51508325,0.173885,0.024853], [0.2535539,0.24768749,0.19312418,0.095075384,0.03426028,0.00951938,0.0018370681,0.0,0.0,0.0,0.11348062,0.23909964,0.25553563,0.15714271,0.058575276,0.0135886185,0.016740873,0.0039995033,0.15984847,0.26511773,0.15094827,0.07481863]
14000000 [750000022 rands]: [0.35087526,0.44354475,0.16541675,0.0350955,0.00466575,0.000385,1.65e-05,5e-07,0.0,0.0,0.05119125,0.30578575,0.5374792,0.10554375,0.0136385,0.0007335,0.00110825,5.525e-05,0.285503,0.5159625,0.173724,0.0248105], [0.2535281,0.24754164,0.19306667,0.09475128,0.0344063,0.009822259,0.002030942,0.00035355304,0.0,0.0,0.11350724,0.23869464,0.255623,0.15735097,0.058816377,0.013567864,0.016713299,0.0037161051,0.15984575,0.2652314,0.15097837,0.07476088]
15000000 [800000023 rands]: [0.351058,0.4434665,0.16521975,0.0352345,0.004631,0.000373,1.7e-05,2.5e-07,0.0,0.0,0.0511685,0.30497375,0.53838176,0.105476,0.01362725,0.00072375,0.001093,5.55e-05,0.285978,0.51508427,0.17409275,0.024845], [0.25366518,0.24761179,0.19293907,0.09486191,0.034275416,0.009655871,0.0020614825,0.00024999984,0.0,0.0,0.11363003,0.2387013,0.25549692,0.15737954,0.058779124,0.01352918,0.016592326,0.003741244,0.15965812,0.2649425,0.15097728,0.074811265]
16000000 [850000024 rands]: [0.350039,0.44392076,0.16555975,0.03539275,0.00468075,0.00038875,1.8e-05,2.5e-07,0.0,0.0,0.05121225,0.3057825,0.537753,0.10525225,0.01365675,0.00071025,0.001087,5.15e-05,0.2860275,0.515144,0.173984,0.0248445], [0.2534947,0.24779235,0.19326772,0.09517111,0.03447685,0.009869722,0.0021212436,0.00024999978,0.0,0.0,0.11363371,0.23893867,0.25546464,0.15724869,0.058847733,0.013362559,0.016558785,0.003587808,0.1597479,0.2648196,0.15082671,0.074811436]
17000000 [900000025 rands]: [0.3503805,0.443647,0.16543175,0.03545925,0.00468125,0.00038325,1.575e-05,1.25e-06,0.0,0.0,0.05119225,0.30536374,0.53808427,0.10535975,0.0136055,0.00074,0.0010795,4.75e-05,0.285627,0.5157812,0.17383175,0.02476], [0.25357175,0.24795432,0.19321916,0.095147,0.03448947,0.009800031,0.0019842512,0.00055901543,0.0,0.0,0.11334036,0.23887742,0.2556879,0.1574552,0.058766615,0.013641025,0.016551727,0.0034456851,0.15987368,0.26527208,0.151016,0.074692324]
